,App ID,App Name,query,AllSuccessful,aLogSuccess,AppSuccessful,FailureCounts,RunType,aQueryTime,elapsedTime,AppDurationSecs,stageDuration,numStages,numTasks,executorRunTime,executorCpuTime,executorDeserializeTime,executorDeserializeCpuTime,resultSerializationTime,jvmGCTime,shuffleFetchWaitTime,shuffleWriteTime,resultSize,diskBytesSpilled,memoryBytesSpilled,peakExecutionMemory,recordsRead,bytesRead,recordsWritten,bytesWritten,shuffleRecordsRead,shuffleTotalBlocksFetched,shuffleLocalBlocksFetched,shuffleRemoteBlocksFetched,shuffleTotalBytesRead,shuffleLocalBytesRead,shuffleRemoteBytesRead,shuffleRemoteBytesReadToDisk,shuffleBytesWritten,shuffleRecordsWritten,submissionTime,cpuTimeRatio,ioTimeRatio,jvmGCRatio,shuffleFetchWaitTimeRatio,totalBytesRead,totalBytesWritten,diskBytesSpilledRatio,memoryBytesSpilledRatio,totalBytesIORatio,shuffleBytesIORatio,elapsedTime_minutes,peakExecutionMemory_GB,totalBytesRead_GB,totalBytesWritten_GB,shuffleTotalBytesRead_GB,shuffleBytesWritten_GB
49,app-20201104194527-0224,TPC-DS Like Bench,q46,True,True,True,0,cpu,21464.0,57277,61.699,61897,41,14187,15801485,1652889,1942426,490110,592,987911,8205,58181,4571058,0,0,49949966336,1481432959,17619733520,100,4396,67498971,206686,1719,204967,1537617877,20539101,1517078776,0,1327491062,52950010,1604519129625,0.105,0.895,0.063,0.001,19157351397,1327495458,0.0,0.0,14.431,1.158,0.955,46.52,17.842,1.236,1.432,1.236
50,app-20201104194630-0225,TPC-DS Like Bench,q47,True,True,True,0,cpu,28304.0,60645,65.304,68213,44,15406,24345471,5704855,2276860,553957,924,3180081,73086,174827,8143555,0,0,90638942432,4052181092,27134716520,100,5621,16433350,592511,4639,587872,706411064,5504213,700906851,0,695612441,16313190,1604519192943,0.234,0.766,0.131,0.003,27841127584,695618062,0.0,0.0,40.024,1.016,1.011,84.414,25.929,0.648,0.658,0.648
51,app-20201104194737-0226,TPC-DS Like Bench,q48,False,False,True,0,cpu,,32976,37.609,21422,31,12063,8880760,554060,1695142,392282,633,526832,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604519260079,0.062,0.938,0.059,0.0,0,0,,,,,0.55,0.0,0.0,0.0,0.0,0.0
52,app-20201104194816-0227,TPC-DS Like Bench,q49,True,True,True,0,cpu,32914.0,64980,69.517,152388,47,20317,27963438,2238930,2089840,519702,849,1160995,76289,98031,4747055,0,0,42100524800,2009751933,28399978089,100,2384,161330499,896051,7038,889013,3562338259,27950596,3534387663,0,3562338259,161330499,1604519299139,0.08,0.92,0.042,0.003,31962316348,3562340643,0.0,0.0,8.972,1.0,1.083,39.209,29.767,3.318,3.318,3.318
53,app-20201104194927-0228,TPC-DS Like Bench,q50,False,False,True,0,cpu,,33060,37.382,21582,31,12063,8939336,555527,1693849,390123,777,541816,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604519370327,0.062,0.938,0.061,0.0,0,0,,,,,0.551,0.0,0.0,0.0,0.0,0.0
54,app-20201104195006-0229,TPC-DS Like Bench,q51,True,True,True,0,cpu,27746.0,60307,64.698,62283,41,15543,18104918,3294194,2263425,556965,816,2004039,298849,139787,5020471,0,0,54088739952,2093474209,12423564922,100,4724,535923067,440202,3426,436776,8780779662,68323758,8712455904,0,8780779662,535923067,1604519409226,0.182,0.818,0.111,0.017,21204344584,8780784386,0.0,0.0,2.415,1.0,1.005,50.374,19.748,8.178,8.178,8.178
55,app-20201104195113-0230,TPC-DS Like Bench,q52,True,True,True,0,cpu,10466.0,42026,46.407,30604,36,13297,12092010,965260,2165310,535771,993,764516,5,5053,5327284,0,0,13474201600,267222581,2147450100,100,2927,146669,24000,188,23812,6518977,51771,6467206,0,6518977,146669,1604519475426,0.08,0.92,0.063,0.0,2153969077,6521904,0.0,0.0,330.267,1.0,0.7,12.549,2.006,0.006,0.006,0.006
56,app-20201104195200-0231,TPC-DS Like Bench,q53,True,True,True,0,cpu,12869.0,45357,49.532,34714,38,13624,12791587,1240527,2237432,547535,1053,862581,34,21905,7157780,0,0,13474201600,1659654255,11122869481,100,2072,696368,152334,1205,151129,18568689,146027,18422662,0,18568689,696368,1604519523338,0.097,0.903,0.067,0.0,11141438170,18570761,0.0,0.0,599.945,1.0,0.756,12.549,10.376,0.017,0.017,0.017
57,app-20201104195252-0232,TPC-DS Like Bench,q54,True,True,True,0,cpu,22325.0,54163,58.738,66073,48,16804,15135261,1473365,1895774,490626,659,914693,64349,33553,5526485,0,0,96468992000,512112598,2986391925,100,1782,327828761,142916,804,142112,3101166304,28650522,3072515782,0,3101166304,327828761,1604519574555,0.097,0.903,0.06,0.004,6087558229,3101168086,0.0,0.0,1.963,1.0,0.903,89.844,5.669,2.888,2.888,2.888
58,app-20201104195352-0233,TPC-DS Like Bench,q55,True,True,True,0,cpu,10254.0,42365,46.547,30597,36,13297,11240718,975397,2169296,538030,895,745512,5,4909,5327413,0,0,13004439552,264472644,2125370401,100,2713,88251,22966,180,22786,4375294,35565,4339729,0,4375294,88251,1604519634856,0.087,0.913,0.066,0.0,2129745695,4378007,0.0,0.0,486.465,1.0,0.706,12.111,1.983,0.004,0.004,0.004
59,app-20201104195440-0234,TPC-DS Like Bench,q56,True,True,True,0,cpu,18905.0,51353,55.798,59356,44,15464,14016668,1373120,1985863,508577,1126,1133637,66501,82160,10680144,0,0,80845209600,146232849,1328162423,100,2073,146981084,141607,1159,140448,1973819781,17143986,1956675795,0,1918111997,136032104,1604519682957,0.098,0.902,0.081,0.005,3301982204,1918114070,0.0,0.0,1.721,1.029,0.856,75.293,3.075,1.786,1.838,1.786
60,app-20201104195537-0235,TPC-DS Like Bench,q57,True,True,True,0,cpu,26034.0,58156,62.648,65419,45,15608,20223431,3788338,2278546,562160,1059,2497307,273375,202075,8143641,0,0,76619456048,2085640286,13221527362,100,5354,30758432,551417,4310,547107,1263948072,9857070,1254091002,0,1243894366,30470048,1604519740424,0.187,0.813,0.123,0.014,14485475434,1243899720,0.0,0.0,11.645,1.016,0.969,71.357,13.491,1.158,1.177,1.158
61,app-20201104195642-0236,TPC-DS Like Bench,q58,True,True,True,0,cpu,39522.0,71842,76.737,106821,44,15761,34369511,2583029,2244367,538847,997,1233673,0,912,7644886,0,0,60679979008,14709783488,117411822622,0,1005,3785265,4217,35,4182,48410923,401399,48009524,0,62024810,4854119,1604519804628,0.075,0.925,0.036,0.0,117460233545,62025815,0.0,0.0,1893.731,0.781,1.197,56.513,109.393,0.058,0.045,0.058
62,app-20201104195800-0237,TPC-DS Like Bench,q59,False,False,True,0,cpu,,33250,37.637,21670,31,12063,9134766,544846,1653127,385960,700,503288,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604519882943,0.06,0.94,0.055,0.0,0,0,,,,,0.554,0.0,0.0,0.0,0.0,0.0
63,app-20201104195839-0238,TPC-DS Like Bench,q60,True,True,True,0,cpu,21468.0,57950,63.041,66922,44,16395,15519704,1539902,1994359,495848,887,1356230,49585,70792,10683624,0,0,80845209600,333740321,3131242529,100,1961,342343310,158600,1292,157308,4779732901,42159233,4737573668,0,4724025117,331394330,1604519922334,0.099,0.901,0.087,0.003,7910975430,4724027078,0.0,0.0,1.675,1.012,0.966,75.293,7.368,4.4,4.451,4.4
64,app-20201104195944-0239,TPC-DS Like Bench,q61,False,False,False,4,cpu,,48077,,22674,31,12063,8891481,549413,1680151,384694,683,507048,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604519987466,0.062,0.938,0.057,0.0,0,0,,,,,0.801,0.0,0.0,0.0,0.0,0.0
65,app-20201104200039-0240,TPC-DS Like Bench,q62,False,False,True,0,cpu,,68752,74.372,32826,31,12063,12025075,526739,1651399,373776,413,512408,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604520043092,0.044,0.956,0.043,0.0,0,0,,,,,1.146,0.0,0.0,0.0,0.0,0.0
66,app-20201104200155-0241,TPC-DS Like Bench,q63,True,True,True,0,cpu,19845.0,89141,95.445,56380,38,13624,16168297,1163990,2158277,528433,419,806582,36,12356,7157408,0,0,13407092736,1659654255,11122731327,100,1784,78728,61161,492,60669,4370476,35242,4335234,0,4370476,78728,1604520118632,0.072,0.928,0.05,0.0,11127101803,4372260,0.0,0.0,2544.931,1.0,1.486,12.486,10.363,0.004,0.004,0.004
67,app-20201104200332-0242,TPC-DS Like Bench,q64,True,True,True,0,cpu,150381.0,186192,193.47,453106,63,21935,75368457,30612310,2118839,522312,1024,5626482,1134370,1555725,12949142,0,0,325477990400,8973109521,118909351856,63490,4445818,10993651672,1993634,15777,1977857,332346489177,2659490450,329686998727,0,318522671539,9985778920,1604520215425,0.406,0.594,0.075,0.015,451255841033,318527117357,0.0,0.0,1.417,1.043,3.103,303.125,420.265,296.651,309.522,296.647
68,app-20201104200647-0243,TPC-DS Like Bench,q65,True,True,True,0,cpu,36996.0,73182,78.047,85628,40,14965,29060297,7156846,2258495,542263,879,5095491,630,564162,32332386,0,0,213563740320,3264720721,21929263502,100,11719,3277470334,404622,3193,401429,61850513462,484375012,61366138450,0,61850513462,3277470334,1604520410363,0.246,0.754,0.175,0.0,83779776964,61850525181,0.0,0.0,1.355,1.0,1.22,198.897,78.026,57.603,57.603,57.603
69,app-20201104200807-0244,TPC-DS Like Bench,q66,True,True,True,0,cpu,18795.0,55143,60.197,49601,40,14959,16862787,1906896,2290384,564483,973,1587883,13391,32130,8205936,0,0,40042533888,1284668992,12600608434,22,19904,22066,21065,147,20918,6692175,45947,6646228,0,6692175,22066,1604520490638,0.113,0.887,0.094,0.001,12607300609,6712079,0.0,0.0,1878.3,1.0,0.919,37.293,11.741,0.006,0.006,0.006
70,app-20201104200909-0245,TPC-DS Like Bench,q67,True,True,True,0,cpu,1024259.0,1061285,1066.025,1049340,39,13824,45894371,22267662,2083550,508786,693,5957189,26140,301172,4571101,89210717932,434535333888,468030324736,1659654255,12628102754,100,4013,3438611232,196813,1556,195257,85533271489,621716856,84911554633,0,85533271489,3438611232,1604520552320,0.485,0.515,0.13,0.001,98161374243,85533275502,0.909,4.427,1.148,1.0,17.688,435.887,91.42,79.659,79.659,79.659
71,app-20201104202657-0246,TPC-DS Like Bench,q68,True,True,True,0,cpu,19316.0,55484,60.356,51680,41,14155,12833789,1275153,2050817,492231,667,871816,10576,40214,4571058,0,0,41411149824,369683835,5904205752,100,6388,61006455,109381,1062,108319,1431856708,30600048,1401256660,0,1221729893,46457494,1604521619944,0.099,0.901,0.068,0.001,7336062460,1221736281,0.0,0.0,6.005,1.172,0.925,38.567,6.832,1.138,1.334,1.138
72,app-20201104202759-0247,TPC-DS Like Bench,q69,True,True,True,0,cpu,34467.0,80855,86.055,84689,42,16161,18689524,1458313,1980192,498224,673,1066515,118829,37820,28665518,0,0,79188459520,470762191,1116953700,100,3235,462411578,140869,1241,139628,1056225158,15224181,1041000977,0,1056225158,462411578,1604521682433,0.078,0.922,0.057,0.006,2173178858,1056228393,0.0,0.0,2.057,1.0,1.348,73.75,2.024,0.984,0.984,0.984
73,app-20201104202927-0248,TPC-DS Like Bench,q70,True,True,True,0,cpu,30424.0,104552,110.888,71277,42,15365,21389436,2146512,2204539,547538,444,1675163,6,38631,13332153,0,0,52302699368,3318515461,15778234227,76,2868,83222,71076,568,70508,6719804,53843,6665961,0,6719804,83222,1604521770801,0.1,0.9,0.078,0.0,15784954031,6722672,0.0,0.0,2348.018,1.0,1.743,48.711,14.701,0.006,0.006,0.006
74,app-20201104203119-0249,TPC-DS Like Bench,q71,True,True,True,0,cpu,25504.0,89310,96.517,58750,38,15732,20107303,1213436,2198670,548609,1183,938227,1967,12002,24201674,0,0,24904976864,472892034,4303845119,272179,3382637,5892691,145950,1139,144811,213443517,1683839,211759678,0,113626070,3082435,1604521883216,0.06,0.94,0.047,0.0,4517288636,117008707,0.0,0.0,38.606,1.878,1.488,23.195,4.207,0.109,0.199,0.106
75,app-20201104203258-0250,TPC-DS Like Bench,q72,True,True,True,0,cpu,360612.0,401051,405.947,413381,46,16244,50974836,32436329,2013119,495694,623,1284881,99732,211336,23195979,0,0,237792706368,2323057153,18912980760,100,2803,2321855870,520990,4017,516973,46568674778,361349164,46207325614,0,46568674778,2321855870,1604521980838,0.636,0.364,0.025,0.002,65481655538,46568677581,0.0,0.0,1.406,1.0,6.684,221.462,60.985,43.37,43.37,43.37
76,app-20201104203945-0251,TPC-DS Like Bench,q73,True,True,True,0,cpu,24713.0,62486,68.857,54140,40,14281,15956754,1132019,2272896,549669,884,778083,6,9845,6270444,0,0,27250917376,354683835,1938557432,602,346364,57486661,34933,315,34618,1908342633,18566369,1889776264,0,1000398910,30183313,1604522388242,0.071,0.929,0.049,0.0,3846900065,1000745274,0.0,0.0,3.844,1.908,1.041,25.379,3.583,0.932,1.777,0.932
77,app-20201104204056-0252,TPC-DS Like Bench,q74,True,True,True,0,cpu,57656.0,97546,103.77,200641,48,18834,35226175,6497856,2061615,510395,852,4323657,1101835,272288,4922132,0,0,150159003200,4182849091,22926880816,100,3072,4398222387,813643,6837,806806,45599990048,409006875,45190983173,0,42649310711,4308222387,1604522458632,0.184,0.816,0.123,0.031,68526870864,42649313783,0.0,0.0,1.607,1.069,1.626,139.846,63.821,39.72,42.468,39.72
78,app-20201104204241-0253,TPC-DS Like Bench,q75,True,True,True,0,cpu,82152.0,141820,149.656,426703,51,24939,68820285,8278276,2157261,537610,332,4051289,130720,283134,9362546,0,0,244947353600,7375194761,79862464700,41,3937,4192235620,2566226,20118,2546108,99724873661,779643737,98945229924,0,66214058527,2680223262,1604522565196,0.12,0.88,0.059,0.002,179587338361,66214062464,0.0,0.0,2.712,1.506,2.364,228.125,167.254,61.667,92.876,61.667
79,app-20201104204512-0254,TPC-DS Like Bench,q76,True,True,True,0,cpu,45613.0,94194,99.88,73842,36,15755,43634293,3190800,2168510,535306,457,2524921,2172,21969,23303309,0,0,302621333432,14709345129,133103854408,100,3099,58589,55539,466,55073,6143287,51548,6091739,0,6143287,58589,1604522716131,0.073,0.927,0.058,0.0,133109997695,6146386,0.0,0.0,21656.628,1.0,1.57,281.838,123.968,0.006,0.006,0.006
80,app-20201104204654-0255,TPC-DS Like Bench,q77,True,True,True,0,cpu,22814.0,62790,67.737,83192,43,55825,19312944,1701113,2835885,872777,1950,982036,849867,30818,816546314,0,0,981414707200,345832600,3062032719,100,3787,736659,550158,5496,544662,43208300,422194,42786106,0,7155271,224632,1604522816819,0.088,0.912,0.051,0.044,3105241019,7159058,0.0,0.0,433.75,6.039,1.046,914.014,2.892,0.007,0.04,0.007
81,app-20201104204803-0256,TPC-DS Like Bench,q78,True,True,True,0,cpu,130403.0,169399,174.266,325888,43,20089,58073533,19651644,2055155,519672,525,4965384,437759,655339,4571058,0,0,590558003200,4465198630,47109413005,100,6489,7106013189,1228442,9619,1218823,177856880630,1392739553,176464141077,0,177856880630,7106013189,1604522886381,0.338,0.662,0.086,0.008,224966293635,177856887119,0.0,0.0,1.265,1.0,2.823,550.0,209.516,165.642,165.642,165.642
82,app-20201104205059-0257,TPC-DS Like Bench,q79,False,False,True,0,cpu,,43400,48.056,28118,31,12063,13164579,550368,1693337,392496,679,529232,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604523062255,0.042,0.958,0.04,0.0,0,0,,,,,0.723,0.0,0.0,0.0,0.0,0.0
83,app-20201104205149-0258,TPC-DS Like Bench,q80,True,True,True,0,cpu,48658.0,88607,93.596,201277,49,20112,36758703,5780962,2035783,517630,687,1400070,80875,189517,14115446,0,0,101047774400,1840460347,29587968769,100,4154,1833528334,878090,6862,871228,44160631724,345129799,43815501925,0,44160631724,1833528334,1604523111758,0.157,0.843,0.038,0.002,73748600493,44160635878,0.0,0.0,1.67,1.0,1.477,94.108,68.684,41.128,41.128,41.128
84,app-20201104205324-0259,TPC-DS Like Bench,q81,True,True,True,0,cpu,30986.0,71325,76.216,95081,45,15927,18359650,2128634,2024304,498383,696,1427095,16403,78111,4571058,0,0,47815065600,232577449,2885160035,100,10027,506565026,298000,2006,295994,9516976970,85792109,9431184861,0,9389516799,492016072,1604523207286,0.116,0.884,0.078,0.001,12402137005,9389526826,0.0,0.0,1.321,1.014,1.189,44.531,11.55,8.745,8.863,8.745
85,app-20201104205442-0260,TPC-DS Like Bench,q82,True,True,True,0,cpu,39166.0,78418,83.114,73687,38,13696,20494697,3675145,1937351,481836,628,837034,2,136120,4571101,0,0,86099099648,8675984124,34822418344,27,4245,1170418574,33563,1837,31726,5775449979,316882336,5458567643,0,40551755488,8639913154,1604523285113,0.179,0.821,0.041,0.0,40597868323,40551759733,0.0,0.0,1.001,0.142,1.307,80.186,37.81,37.767,5.379,37.767
86,app-20201104205607-0261,TPC-DS Like Bench,q83,True,True,True,0,cpu,27588.0,67001,71.891,83787,40,16142,24012574,1427928,2236603,535605,1166,902742,11,3108,9270022,0,0,80727244800,1472622757,7285456815,100,6971,7129375,12400,103,12297,83538403,703200,82835203,0,83538403,7129375,1604523369779,0.059,0.941,0.038,0.0,7368995218,83545374,0.0,0.0,88.204,1.0,1.117,75.183,6.863,0.078,0.078,0.078
87,app-20201104205720-0262,TPC-DS Like Bench,q84,True,True,True,0,cpu,13498.0,52914,57.634,56066,42,16185,15727140,1560779,2098061,521080,606,662320,5600,43594,14580455,0,0,28882712144,910934096,3932272334,100,779,862500421,2796,74,2722,5038407842,198586081,4839821761,0,5038407842,862500421,1604523443206,0.099,0.901,0.042,0.0,8970680176,5038408621,0.0,0.0,1.78,1.0,0.882,26.899,8.355,4.692,4.692,4.692
88,app-20201104205819-0263,TPC-DS Like Bench,q85,False,False,True,0,cpu,,39686,44.371,23587,31,12063,10362449,553033,1683372,392471,678,490200,0,0,4571101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604523502375,0.053,0.947,0.047,0.0,0,0,,,,,0.661,0.0,0.0,0.0,0.0,0.0
89,app-20201104205905-0264,TPC-DS Like Bench,q86,True,True,True,0,cpu,14739.0,55212,59.963,38988,37,13603,15298864,1369890,2210232,541137,730,815238,9,12199,6564315,0,0,56365851704,434614353,3494305210,100,3394,86615,52781,416,52365,5830177,45648,5784529,0,5830177,86615,1604523548428,0.09,0.91,0.053,0.0,3500135387,5833571,0.0,0.0,599.999,1.0,0.92,52.495,3.26,0.005,0.005,0.005
90,app-20201104210007-0265,TPC-DS Like Bench,q87,False,False,False,0,cpu,,67951,,35189,31,12063,13684189,546917,1683842,387530,560,508176,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604523609963,0.04,0.96,0.037,0.0,0,0,,,,,1.133,0.0,0.0,0.0,0.0,0.0
91,app-20201104210121-0266,TPC-DS Like Bench,q88,True,True,True,0,cpu,102429.0,169614,175.069,745530,57,21497,94664152,6219038,1950340,467639,328,1293618,0,6140,4571058,0,0,204270704,69119988350,220126580343,1,2258,9416,9416,70,9346,555395,4130,551265,0,555395,9416,1604523684414,0.066,0.934,0.014,0.0,220127135738,557653,0.0,0.0,394738.548,1.0,2.827,0.19,205.009,0.001,0.001,0.001
92,app-20201104210418-0267,TPC-DS Like Bench,q89,True,True,True,0,cpu,15705.0,54298,58.98,39495,38,13626,15326305,1344879,2296069,544710,766,985270,3637,32474,7175268,0,0,57129379984,1650796412,11059023588,100,3491,454162,153611,1204,152407,42102256,332694,41769562,0,42102256,454162,1604523860758,0.088,0.912,0.064,0.0,11101125844,42105747,0.0,0.0,263.649,1.0,0.905,53.206,10.339,0.039,0.039,0.039
93,app-20201104210518-0268,TPC-DS Like Bench,q90,True,True,True,0,cpu,22934.0,62922,67.889,62753,40,14388,20259868,1280423,1922196,459892,677,659513,0,3219,4571058,0,0,332568096,4320045122,14008262292,1,571,2319,2319,13,2306,136600,766,135834,0,136600,2319,1604523921613,0.063,0.937,0.033,0.0,14008398892,137171,0.0,0.0,102123.619,1.0,1.049,0.31,13.046,0.0,0.0,0.0
94,app-20201104210628-0269,TPC-DS Like Bench,q91,True,True,True,0,cpu,18651.0,59193,64.308,54026,43,13503,12780907,1022319,1917092,481849,822,688244,947,23279,4571058,0,0,29351404288,52797529,553314458,48,71088,41019756,57260,503,56757,988045120,13173455,974871665,0,987405168,41015585,1604523990943,0.08,0.92,0.054,0.0,1541359578,987476256,0.0,0.0,1.561,1.001,0.987,27.336,1.436,0.92,0.92,0.92
95,app-20201104210734-0270,TPC-DS Like Bench,q92,False,False,True,0,cpu,,40336,44.91,25023,31,12063,10734682,537419,1696907,389387,546,509400,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604524056770,0.05,0.95,0.047,0.0,0,0,,,,,0.672,0.0,0.0,0.0,0.0,0.0
96,app-20201104210820-0271,TPC-DS Like Bench,q93,True,True,True,0,cpu,166514.0,205111,209.738,237934,37,15000,56206374,27770268,2034253,500141,889,2510741,327525,1442727,4571101,0,0,752038713600,9503917218,92951291183,100,1054,9485557568,544400,4236,540164,247489323749,1933802884,245555520865,0,247489323749,9485557568,1604524103285,0.494,0.506,0.045,0.006,340440614932,247489324803,0.0,0.0,1.376,1.0,3.419,700.391,317.06,230.492,230.492,230.492
97,app-20201104211151-0272,TPC-DS Like Bench,q94,False,False,True,0,cpu,,39082,43.758,23551,31,12063,10485816,548874,1689906,394076,485,515096,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604524314621,0.052,0.948,0.049,0.0,0,0,,,,,0.651,0.0,0.0,0.0,0.0,0.0
98,app-20201104211237-0273,TPC-DS Like Bench,q95,False,False,True,0,cpu,,40219,44.738,24426,31,12063,10604573,545732,1674566,390567,640,498024,0,0,4571402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604524359996,0.051,0.949,0.047,0.0,0,0,,,,,0.67,0.0,0.0,0.0,0.0,0.0
99,app-20201104211323-0274,TPC-DS Like Bench,q96,False,False,True,0,cpu,,40779,44.972,25406,31,12063,10460130,553887,1694699,393757,652,534376,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604524406312,0.053,0.947,0.051,0.0,0,0,,,,,0.68,0.0,0.0,0.0,0.0,0.0
100,app-20201104211410-0275,TPC-DS Like Bench,q97,True,True,True,0,cpu,78156.0,197414,207.242,124585,36,14574,29871288,6991288,2109722,514335,524,2604884,489,211873,4959438,0,0,375809638400,2519004968,14060365990,1,1025,2513145212,270603,2114,268489,30242163813,235675970,30006487843,0,30242163813,2513145212,1604524452878,0.234,0.766,0.087,0.0,44302529803,30242164838,0.0,0.0,1.465,1.0,3.29,350.0,41.26,28.165,28.165,28.165
101,app-20201104211738-0276,TPC-DS Like Bench,q98,True,True,True,0,cpu,57965.0,209672,228.417,107108,40,14079,26612597,1060732,1924996,496569,599,766055,8384,17036,4865173,0,0,36304520960,78781110,657360201,53802,5271035,78724758,66289,556,65733,950771102,8446616,942324486,0,933535343,78617215,1604524667780,0.04,0.96,0.029,0.0,1608131303,938806378,0.0,0.0,1.713,1.018,3.495,33.811,1.498,0.874,0.885,0.869
102,app-20201104212128-0277,TPC-DS Like Bench,q99,False,False,True,0,cpu,,62987,69.635,43899,31,12063,18834913,515047,1633368,373529,282,504808,0,0,4571058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604524893889,0.027,0.973,0.027,0.0,0,0,,,,,1.05,0.0,0.0,0.0,0.0,0.0
